set,row_id,text,gold_topic,gold_sentiment,gold_entities,conversation_id
reference_set2,86,"Hello, we plan to support Microsoft Wallet next year. Please follow us for updates. ^MM",product question,neutral,"[{""type"": ""MISC"", ""text"": ""Microsoft Wallet""}]",449bac84076611cb2e53e2b502e3f826
reference_set2,87,Bet you it will be the exact same in 6 months,complaint,negative,[],bf659e6b511c52abd8321399b6920e7a
reference_set2,88,🦄[NAME]🕯Room #[ID] HORRIBLE STAY [DATE] 🕯 [URL],complaint,negative,"[{""type"": ""PER"", ""text"": ""Miranda K.Duncan-Puritz""}]",8210154e139d064cd4eba401c2721c19
reference_set2,89,Not at all.  It's tough to do much in so few characters.  DM is Direct Message.  So we can talk in detail. *[NAME],complaint,neutral,"[{""type"": ""PER"", ""text"": ""JeffreyN""}]",6fccec34c1688ea6e3f84aacf030f005
reference_set2,90,"But a month after Irma, I still have no data. Smh @sprintcare",technical issue,negative,"[{""type"": ""MISC"", ""text"": ""Irma""}, {""type"": ""ORG"", ""text"": ""sprintcare""}]",f6c90d753fdfc073b05c8054ebb8e6da
reference_set2,91,"Wow. I fly a lot. But @AmericanAir is above the rest.  They care about people.  I fly 100,000 miles a year and they are the BEST.",praise and positive feedback,positive,"[{""type"": ""ORG"", ""text"": ""AmericanAir""}]",820f4bef6b5038028fc22b69d2ddbb97
reference_set2,92,Yes our internet data is very slow in our area,technical issue,negative,[],7bbca2bca54591e568e3901cef6ad7a7
reference_set2,93,"As per our telecon, kindly provided convenient time to reach you on given contact number. Regards, [NAME].",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Heetali""}]",7daf4876f5c48ddd50cbd5ee65304524
reference_set2,94,"Glad to hear staff could help, you will be diverted via [LOCATION] and won't call [LOCATION]. -[NAME]",product question,positive,"[{""type"": ""LOC"", ""text"": ""Westbury""}, {""type"": ""LOC"", ""text"": ""Temple Meads""}, {""type"": ""PER"", ""text"": ""Andy""}]",ffa92d0602d58cb023b1ff4cd9dfd826
reference_set2,95,ORDER# [ID] Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,delivery and shipping,negative,"[{""type"": ""ORG"", ""text"": ""Amazon""}]",05033db6f29c629025a2ec81419057b5
reference_set2,96,Thanks @glocare the problem has be resolved,praise and positive feedback,positive,"[{""type"": ""ORG"", ""text"": ""glocare""}]",20007ff2c82694ae5bfb95c05df75f75
reference_set2,97,Its been almost 4 weeks waiting for a proper response. How hard can it be really?,complaint,negative,[],71222f7bbd5d969abe823f8f89e951ff
reference_set2,98,"Hi, [NAME]. Please let us know how we can assist you via this channel. *ABN",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Regina""}]",35d375e0c57e7ae0f3093dc10308c3a5
reference_set2,99,"@VirginAmerica Still eating, you ever gunna work on the?  You’ve ruined two airlines.",complaint,negative,"[{""type"": ""ORG"", ""text"": ""VirginAmerica""}]",fef1578232dc14e92082bb9ee1b7ed1c
reference_set2,100,@28506 @116329 @118343 @116331 Epic😂 [URL],praise and positive feedback,positive,[],d512251354862876c9b09c116f3d6e98
reference_set2,101,to you than we'd like. Our Customer Relations team will be in touch ASAP. We appreciate your continued patience. ^[NAME] 2/2,complaint,neutral,"[{""type"": ""ORG"", ""text"": ""Customer Relations""}, {""type"": ""PER"", ""text"": ""Steph""}]",b1db673aedfe41539f8bee24a52e6a7c
reference_set2,102,So sorry you feel left down with the ticket policies in place.  *HEN,complaint,neutral,[],d64a4bce61e4c177461c9c27ca76d09d
reference_set2,103,@139927 I haven't had a problem until today ([DATE]). Guess the problem is not fixed...,technical issue,negative,[],9df6df6ff27d58b8b3ff129eabf4a833
reference_set2,104,That’s cool.  Do you know which services will benefit from the new trains?  I normally get the 8.30 service to [LOCATION] (and the 17.04 back to [LOCATION].  Be good to know if they will be using the new trains.,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Reading""}, {""type"": ""LOC"", ""text"": ""Newbury""}]",99a5cdf45a0e6792bbe8e0a92dfc97c0
reference_set2,105,WARNING!!  DO NOT CALL - THEY HAVE NO AFFILIATION WITH YAHOO AND CANNOT HELP WITH YOUR PASSWORDS - FRAUD!! @14736 @twittersupport,account management,negative,"[{""type"": ""ORG"", ""text"": ""YAHOO""}, {""type"": ""ORG"", ""text"": ""twittersupport""}]",ba1a8f5746f898026674de2ec7b0edb1
reference_set2,106,You're most welcome! We're glad to hear that coming from you and that accomplishes what we strive for. :) ^MA,praise and positive feedback,positive,[],6bf5422ee1184bd43b00618e6784c4db
reference_set2,107,Get extra space for spreading the @118189 love with a tweet! Check out [URL],product question,neutral,[],e888c2c282744c577ca18a3cd123945b
reference_set2,108,Why has the price of your cucumbers gone up by over 10%?,billing and payments,negative,[],283017a14c6757be13492110b9ad4ef7
reference_set2,109,Really do not like this - EBay is composed of individuals who are trying to sale items; we are not a corporation so this should not be valid,complaint,negative,"[{""type"": ""ORG"", ""text"": ""EBay""}]",0c28423a88b5dbffd0d1ee2aec41efd0
reference_set2,110,you call me im available,complaint,neutral,[],6d1d80e610f3bb5bf8726992fa9e5607
reference_set2,111,"Sorry for the trouble. We have noted your concern and we ensure the same will not be repeated in future. Regards,[NAME].",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Sneha""}]",7f3ae8aff0ae91bb4d2e76ab467de327
reference_set2,112,Ok. Will they contact with me?,complaint,neutral,[],af8323c1caea208ed92287823df9a106
reference_set2,113,@115830 361st day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,114,And luggage being tagged by @British_Airways to wrong destination and don't care attitude! #NeveronBA (2/2),delivery and shipping,negative,"[{""type"": ""ORG"", ""text"": ""British_Airways""}]",d5fb9d24c0088806449e85b876046348
reference_set2,115,just got these today and full of mould...nice!! Avoid the four cheese pasta sauce from M&amp;S!!!! #m&amp;s #marksandspencer #rank [URL],complaint,negative,"[{""type"": ""ORG"", ""text"": ""M&S""}]",aad5ca23ab7ca79428ebc324897596b2
reference_set2,116,"After doing a DM you will just leave the things in between, isn't it [URL]",complaint,negative,[],622777a636d4484c83fa4db24e3ce65f
reference_set2,117,#windows10 will not connect to a perfectly fine and working #wifi and I hate it and can't do my job. What's happening @116230 ?,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""windows10""}]",92b3fc1fff9011a2150cbb34346d424b
reference_set2,118,Sorry guys don’t mean to be a bother I need hel again,complaint,neutral,[],1bb4ba648613fd1b9979cdd1363678af
reference_set2,119,"I hope you run this again, I'm hopeful my eagles will make it to the Superbowl so I can take advantage of the deal.",billing and payments,positive,"[{""type"": ""ORG"", ""text"": ""eagles""}, {""type"": ""MISC"", ""text"": ""Superbowl""}]",28e29a011934a6108c9d7699e27ef02d
reference_set2,120,Account name- __email__,account management,neutral,[],ec5b33380408ca4965caa649e9034d49
reference_set2,121,@DunkinDonuts good one,praise and positive feedback,positive,[],a48377606f1b0436845c5dfd2ac63e31
reference_set2,122,"#OoohBabeh this is how you pick your mood up. From @68900 , meaty &amp; herby, sensational stuff! &amp; it's a big'n #TheWayTheSausageRolls [URL]",praise and positive feedback,positive,[],a8454595ab827670a75f90eabb09a677
reference_set2,123,I think it's the half fat tesco burgers. It said British beef burgers reduced fat on the label,product question,neutral,"[{""type"": ""ORG"", ""text"": ""tesco""}, {""type"": ""MISC"", ""text"": ""British""}]",f22177c90e50cc50683d4d8db9bb2e6b
reference_set2,124,"Due to current high volumes it's taking us longer to respond than we'd like, [NAME]. When you submitted your claim did you receive a 1/2",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Ayden""}]",cea13b7601886b8461b0ff7d8c2856ba
reference_set2,125,@194467 Thanks. This is why the policy needs to be clearer for all. It’s impossible to plan a journey and ambiguity causes grief for all train users,complaint,negative,[],f2be729573e01795df4e93d8655b158c
reference_set2,126,"Definitely not the experience we want for you, and we would be happy to help! We’d suggest opening an item not received request [URL] in order to be covered by our Money Back Guarantee! Let us know if you need help getting one open! ^LL",delivery and shipping,neutral,"[{""type"": ""MISC"", ""text"": ""Money Back Guarantee""}]",db5ae68ab6427856d9fa13eb9daaaacc
reference_set2,127,happened. We've also told the Customer Experience team and try to ensure it doesn't happen again. ^[NAME] 2/2,complaint,neutral,"[{""type"": ""ORG"", ""text"": ""Customer Experience""}, {""type"": ""PER"", ""text"": ""Julie""}]",c3515de5ad224651cd91627bc18ecd04
reference_set2,128,Ok. Thank you. It's back up at 30mb. Not at full speed,technical issue,neutral,[],c94aff3ca5dc89fffe47b991e8269953
reference_set2,129,"@561969 You robots, u will never understand your customers concern.",complaint,negative,[],f6ed9ed10eaf1f4d95868477cdb631a7
reference_set2,130,Fuck @116827 worst customer service experience besides @115821 and theyre criminals... embarrassing,complaint,negative,[],d09dc5c7a41afc7e00c03d6bd6b215c9
reference_set2,131,hi can I get some direct support regarding my billing to prevent account suspension? My card has problem charging.,billing and payments,negative,[],2626833020b36c701934862dd565da45
reference_set2,132,My sincere apologies for the delay in a response on your claim. I will let you know what I find out as soon as I get a reply. *TJW,complaint,neutral,[],2737f890376d083f97061688127d076d
reference_set2,133,@702703 Fuck I remember this,product question,neutral,[],d2cb4613496801599bc000552e0ee9aa
reference_set2,134,"Hey, the cash back will be credited to the eligible customer’s card account latest by [DATE]. (1/2) ^GK",billing and payments,neutral,[],3409e9bc72a055fd473e63513b46aa44
reference_set2,135,2/2 these will be on sale today. Once they get back to me I will let you know. ^BT,product question,neutral,[],6597c02616309ea1f43df860b76edf45
reference_set2,136,"Hi, thx for reaching out to us. How can I help you(pls don't release any personal information or Card numbers)?^K",account management,neutral,[],b8e2861471d735a96a2b0a2f07f9cc43
reference_set2,137,Thanks! It's great to hear your thoughts about having a refresh button. We'll be sure to forward your feedback to the right team /TQ,product question,positive,[],0f223bfdf1d53b57442b973e8a219aa4
reference_set2,138,Ha. Comcast joke,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Comcast""}]",e99182d7961d27de1cfd80b42f2af435
reference_set2,139,"Not good, you can change the TU Go settings so that you don't get notifications (on the App), this should help.",technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""TU Go""}]",d134af94707f65674c617aac2511b1a6
reference_set2,140,"That's okay, [NAME]! We'll catch you in the skies next time. Hope you enjoyed your trip. ^KJ",praise and positive feedback,positive,"[{""type"": ""PER"", ""text"": ""Cleondrya""}]",be14aeb9df66eea61a3e12035a53cd21
reference_set2,141,Last time I used uber the driver threatened to knife another driver whilst having an argument through the windows of their cars!,complaint,negative,[],1977ab8c9f9473d8594671be4ddf9e7f
reference_set2,142,Hope you all are loving #TMobileTuesdays!!! To celebrate…let’s do a giveaway! [URL],product question,positive,"[{""type"": ""MISC"", ""text"": ""TMobileTuesdays""}]",091a819e2342dc113fdf9be7c295210f
reference_set2,143,"Hi there, sorry to hear this. Could you let us know the make/model and OS version of your device? Also is your app up to date?",technical issue,neutral,[],94cd86ec4eef8ac76f72ee503d9d4772
reference_set2,144,"Apologies for the trouble, request you to DM your Idea &amp; alternate number so that we can assist you better. Regards, [NAME].",technical issue,neutral,"[{""type"": ""ORG"", ""text"": ""Idea""}, {""type"": ""PER"", ""text"": ""Rajat""}]",fe0801613ccbb9293d492a6d2180e18a
reference_set2,145,"Hi [NAME], we'd like to assure you that your claim is with the correct team and they'll contact you as soon as they can. It's 1/2",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Birgitte""}]",e409be416bf583c9f85eb717890b7917
reference_set2,146,"Hey [NAME], could you please drop a note via the 'Help' section of your app? We'll follow up with you.",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Pratibha""}]",6ff30c26ce3ca13d47cbacc3d8b7641b
reference_set2,147,Probably a lost opportunity,complaint,negative,[],8ea4a3aa3176300e35fac6a8a33f5282
reference_set2,148,Thanks! A _consistent_ tag api across all aws resources is what I _really_ want :-),product question,positive,"[{""type"": ""ORG"", ""text"": ""aws""}]",1b7ae33978ee65098e1b9374dc5a2aa9
reference_set2,149,maybe should change their name from customer care to customer frustration. especially postpaid section.4hours down &amp;no help,technical issue,negative,[],a70314384ddc19dea64e79044867fff3
reference_set2,150,"Well we went back... just as gross. Dirty inside, slow service and bad food. At least there is a great @118625 near my work!",complaint,negative,[],787c6f8b2300b862c31e7bad6cff6c96
reference_set2,151,"Hi [NAME], when is the crash occuring? Which OS are you using? ^[NAME]",technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Petr""}, {""type"": ""PER"", ""text"": ""Wren""}]",8340c378756035b89860883473f0e19f
reference_set2,152,@116068 @60769 Can someone contact me?  I spent 2 hours on the phone 2 weeks ago to get my account closed and it's still up!!,cancellation,negative,[],0bc1d36c977d9f7c8f2eae8da390f183
reference_set2,153,@115830 348th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,154,hey fuck tmobile p.3,complaint,negative,"[{""type"": ""ORG"", ""text"": ""tmobile""}]",353cdf94bc6867ba9e652f6383de8a68
reference_set2,155,"@AldiUK I agree, I would rather avoid it altogether than unknowingly support it, so I shan't shop at Aldi until it is clearly marked",complaint,negative,"[{""type"": ""ORG"", ""text"": ""AldiUK""}, {""type"": ""ORG"", ""text"": ""Aldi""}]",3ec823c95c72550de76e1d73758a68c9
reference_set2,156,Please follow us @sprintcare in order to better assist you and review the coverage in your location. Send us a DM after following us. -Y.F.,technical issue,neutral,[],cb4820fec86036ef8308f30acd4a956c
reference_set2,157,Hi [NAME]! Keep an eye on our social media pages. We'll announce it when Android Marshmallow is available for OPPO Neo 7. [NAME] OPPO Care,product question,neutral,"[{""type"": ""PER"", ""text"": ""Swapnil""}, {""type"": ""MISC"", ""text"": ""Android Marshmallow""}, {""type"": ""MISC"", ""text"": ""OPPO Neo 7""}, {""type"": ""PER"", ""text"": ""Divya""}, {""type"": ""ORG"", ""text"": ""OPPO Care""}]",ff74710015dc1741c0c43106157599da
reference_set2,158,Thanks! What time do they go on sale? Is it midnight? Sorry for all the q's!,product question,neutral,[],6597c02616309ea1f43df860b76edf45
reference_set2,159,"Our team is happy to make sure this is escalated for you, please ""Skip sign-in"" here: [URL] ^JR",complaint,neutral,[],cfd2d80caf3bc58876e28cd475da9415
reference_set2,160,hay you can't solve this as the money is already taken by t-mobile. And I don't think you can't ever prove that u didn't cheated me....,billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""t-mobile""}]",622777a636d4484c83fa4db24e3ce65f
reference_set2,161,At this time there is no additional information. I apologize! -[NAME],complaint,neutral,"[{""type"": ""PER"", ""text"": ""Jordan""}]",5fa12747a31ef404e5cae9eee7b2fa3a
reference_set2,162,"answers, analytical solutions, an opportunity to simulate the exam electronically, compete with fellow exam mates and finally, track (4/7)",product question,neutral,[],5b9cbf51500cee4086fb4f46ad85c5a3
reference_set2,163,@airtel_care I wonder ooo... Apology is always the case... @airtel_care refund is better,billing and payments,negative,[],5cffe4c82b0c27a88a96c5b6e32795af
reference_set2,164,@115830 143rd day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,165,"I'm so into this future too, do a little of it myself in the [LOCATION] area with my #Switch #MarioKart #lyft [URL]",product question,positive,"[{""type"": ""LOC"", ""text"": ""Seattle""}, {""type"": ""MISC"", ""text"": ""Switch""}, {""type"": ""MISC"", ""text"": ""MarioKart""}, {""type"": ""ORG"", ""text"": ""lyft""}]",4b5268fd916b7028624e393539eeebb7
reference_set2,166,@345806 @GWRHelp  [URL],product question,neutral,"[{""type"": ""ORG"", ""text"": ""GWRHelp""}]",10214047466b038bacf2c4f96156b4b0
reference_set2,167,@O2 send some free data code pleas I'm mtn,billing and payments,neutral,"[{""type"": ""ORG"", ""text"": ""O2""}, {""type"": ""ORG"", ""text"": ""mtn""}]",0ab39363894e9c7d7938ed57bc8b4775
reference_set2,168,"Hi, [NAME]. I've shared your +1 for this requested feature with our Lambda team. Thanks for the feedback! ^VR",product question,positive,"[{""type"": ""PER"", ""text"": ""VIkas""}, {""type"": ""MISC"", ""text"": ""Lambda""}]",4ef763f923ce8daf42a96e47574ebe91
reference_set2,169,We appreciate you taking an interest in wanting a Target in your location. We have forwarded your feedback to our Real Estate team. Thanks.,product question,neutral,"[{""type"": ""ORG"", ""text"": ""Target""}, {""type"": ""ORG"", ""text"": ""Real Estate""}]",7fed9d823238d053f8c810465a60123d
reference_set2,170,@Uber_Support 2 consecutive s rides charged more than upfront fare today. I feel cheated now riding with Uber,billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""Uber""}, {""type"": ""ORG"", ""text"": ""Uber""}]",66f58eee4b1b098af0662607ecd9a957
reference_set2,171,So is it OK now?,complaint,neutral,[],0a6ca3388eefac0c45ab659c6abf303a
reference_set2,172,Versuch es mal hierüber: [URL] Viele Grüße ^TR,complaint,neutral,[],602490472047cf28fb45fc263c335382
reference_set2,173,Would be awesome if @116136 @comcastcares could send me the correct xb6 modem I need for gigabit...,delivery and shipping,neutral,"[{""type"": ""MISC"", ""text"": ""xb6""}]",9362533b595f26b67f6b0b41f8e4f1a4
reference_set2,174,@174150 Congrats! @118854 @140 @11431 @11432 | #[LOCATION] #[LOCATION] #[LOCATION] #[LOCATION] #[LOCATION] #[LOCATION],praise and positive feedback,positive,"[{""type"": ""LOC"", ""text"": ""Washington""}, {""type"": ""LOC"", ""text"": ""Huston""}, {""type"": ""LOC"", ""text"": ""Texas""}, {""type"": ""LOC"", ""text"": ""WashingtonDC""}, {""type"": ""LOC"", ""text"": ""Longueuil""}, {""type"": ""LOC"", ""text"": ""Quebec""}]",65ed5df63cb206d48e4501ae46ceacb6
reference_set2,175,Can't register PS4. try again later,technical issue,negative,"[{""type"": ""MISC"", ""text"": ""PS4""}]",7815751ee60948408d9c1ae2f9713eab
reference_set2,176,You can - we accept boxes as checked or carry-on baggage on domestic flights only. It must meet size/weight restrictions and... 1/2,product question,neutral,[],1f6dab9dfee8ca6f0939326fd04dd92c
reference_set2,177,I think guy in charge of the Yahoo Finance redesign(aka the end of YahooFinance) must have been transferred to Head of Rebranding Committee [URL],complaint,negative,"[{""type"": ""MISC"", ""text"": ""Yahoo Finance""}]",86eaea8faf54719312b078aeacb39f95
reference_set2,178,We'd like to have a look into this. Kindly report it here: [URL] and our team will revert shortly. ^AB,complaint,neutral,[],584956c2a09678df655f0d986478e9ba
reference_set2,179,@266265 @438482 Hi [NAME]. We’d like to confirm that all Aldi meat is pre-stunned and we do not label any products as Halal certified.,product question,neutral,"[{""type"": ""PER"", ""text"": ""Ann""}, {""type"": ""ORG"", ""text"": ""Aldi""}, {""type"": ""MISC"", ""text"": ""Halal""}]",3ec823c95c72550de76e1d73758a68c9
reference_set2,180,You can check the contest winner names here: [URL] [NAME]. ^MP,product question,neutral,"[{""type"": ""PER"", ""text"": ""Ayesha""}]",4a5ad6afc0d88cf713ced18a80d11490
reference_set2,181,"Thanks, [NAME]! Your feedback is very much appreciated. *TJN",praise and positive feedback,positive,"[{""type"": ""PER"", ""text"": ""Mike""}]",93966d72063fb8f449a411cfa5bc3596
reference_set2,182,"@117128 Please take ownership of customer problems, otherwise my problem will linger on with no solution",complaint,negative,[],73a7a800d8f88efeb8b44d296312adc7
reference_set2,183,"Hi! We don't have any info on this right now, but rest assured your feedback will be passed on to the right folks /RE",product question,neutral,[],2c812494af8b5535efebb1a289787940
reference_set2,184,"@788062 Come on. Theres no excuse for this at all. This is exactly the reason the web went into a dark age for 10 years. Be the solution, not the problem.",complaint,negative,[],e1481eee653aad44424939a1fefd70d5
reference_set2,185,@115830 252nd day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set2,186,"I have struggled with this brand since 2009 when all the loan crap began. I am owed back insurance of $3,000. I get no help",billing and payments,negative,[],d0f989aa1e79ae8907ca9d75dd02f568
reference_set2,187,"The wait is over, [NAME]! Amazon Aurora with PostgreSQL Compatibility is now generally available: [URL] 😊 ^RH",product question,positive,"[{""type"": ""PER"", ""text"": ""Luke""}, {""type"": ""MISC"", ""text"": ""Amazon Aurora with PostgreSQL Compatibility""}]",718084b9f4d75905b4799cab7878737a
reference_set2,188,[ID] NEED ADD ONM MEALS,product question,neutral,[],9d953209f13e6046342c7f54ff48c9d6
reference_set2,189,"We'd be unable to provide those specifics [NAME], sorry.",product question,neutral,"[{""type"": ""PER"", ""text"": ""Emma""}]",d134af94707f65674c617aac2511b1a6
reference_set2,190,Sprint Coverage has sucked for years. Get coverage like Verizon or At&amp;t then we can talk.,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Sprint""}, {""type"": ""ORG"", ""text"": ""Verizon""}, {""type"": ""ORG"", ""text"": ""At&t""}]",f6c90d753fdfc073b05c8054ebb8e6da
reference_set2,191,"newly joined and I have the driver app, when I use the app it says contact support",technical issue,negative,[],130c55ff09a00e46ccf5e5f8ca6bdf8d
reference_set2,192,Sorry MW do you know when the rest will roll out? I've had the laptop on since 8.30 yesterday and waiting for the 1205 train to be announced,product question,neutral,[],6597c02616309ea1f43df860b76edf45
reference_set2,193,My new favorite thing...  #Jackinthebox #birthdaycakeshake [URL],praise and positive feedback,positive,"[{""type"": ""ORG"", ""text"": ""Jackinthebox""}]",ecf50dab88a7b644dbfc70d10e6e6626
reference_set2,194,"Hello [NAME], no word on that just yet, but please keep checking back for updates. -EM",product question,neutral,"[{""type"": ""PER"", ""text"": ""Paris""}]",3d4102a5a757b5612a1d6cd12110157b
reference_set2,195,"Hi, [NAME]. We want this to be resolved. To better assist you on this issue, contact @OfficeSupport.",technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Crypto""}, {""type"": ""ORG"", ""text"": ""OfficeSupport""}]",d1abb50137a0b179f4dbcb76a57ee7e3
reference_set2,196,"Sorry for the delay, [NAME]. We've chased this up with our Executive Club. ^[NAME]",complaint,neutral,"[{""type"": ""PER"", ""text"": ""James""}, {""type"": ""ORG"", ""text"": ""Executive Club""}, {""type"": ""PER"", ""text"": ""Rach""}]",fc3e1c1cbed3c304e2762bd001fcbe19
reference_set2,197,"We always have a spot open for you, [NAME]! 😍😍😍 #BabyComeBack *[NAME]",cancellation,positive,"[{""type"": ""PER"", ""text"": ""Sanjay""}, {""type"": ""PER"", ""text"": ""TarynS""}]",6114c90a299c0bb15b33a2b5d24ae96d
reference_set2,198,What is happening to the 5pm service from [LOCATION] to a [LOCATION]?? Please advise thank you! ❤️,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Edinburgh""}, {""type"": ""LOC"", ""text"": ""London Kings X""}]",38069057d031e4b92a293945c3967844
reference_set2,199,"@115850 @115850 @115851 I want my gift card too for prev refund, I just forgot! where / when was my gift card delivered? tell me!",billing and payments,negative,[],fbf0c53d2ffdd16c15288b48a5893b82
reference_set2,200,E-801809A8 it does not show up when I search it in your support page,technical issue,negative,[],a67a1f0100fb3572f80141be720e4008
reference_set3,1,"The service is garbage, you can't fix garbage.",complaint,negative,[],538a877917a6f7aa94d8ed5aadf51906
reference_set3,2,Stop keeping my phone off cuz i owe $2.35 tf is that about,billing and payments,negative,[],5322892908201ff25e31706335016df1
reference_set3,3,Have you see the new certified pro templates?  Check out the files in the Community for details! [URL] via @28168 [URL],product question,neutral,[],764e0e66ad6945d594700e591dfb1838
reference_set3,4,@34401 @116590 @14152 @119863 @118341 @118342 u people are only circulating so many promotional offers for deceiving consumers why?already made several complaints against those messages.,complaint,negative,[],5a5ed9b9d3d71e4bb2c6ee09aa5d3a8b
reference_set3,5,@AskCiti yooo thank you i had this same problem.... ridiculous how it says invalid routing number instead,billing and payments,neutral,"[{""type"": ""ORG"", ""text"": ""AskCiti""}]",34910b5b9d513b37c852015018efc4bb
reference_set3,6,@129854 @Morrisons Whoops they forgot they fobbed you off before with the same crap excuse and tried it again!,complaint,negative,"[{""type"": ""ORG"", ""text"": ""Morrisons""}]",a9d892b18bbb9e504c900a4c4cc79800
reference_set3,7,This is very concerning to us and we would really like to help. Can you let us know the make and model of your phone? -MH,technical issue,neutral,[],609e06ec0520ec09f8f644e158783171
reference_set3,8,My friends and I are flying to [LOCATION]. 2 in Business 1 in economy. Free upgrade for the guy who can't afford it?,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Bangkok""}]",a72d118d3b5469a68176cf40735b0843
reference_set3,9,"@115850 @AmazonHelp Even writing to Amazon India MD, I did not receive my money back! Sic! Now next step.....",billing and payments,negative,"[{""type"": ""ORG"", ""text"": ""Amazon India""}]",81db68bcc730f2397ba712f5661b30d5
reference_set3,10,But the item was cancelled and I've already paid for it? So I have to wait and see if it turns up then claim?,cancellation,negative,[],6e5c681f54eced1d1361dd85490e17b6
reference_set3,11,I like that it’s one page. But items should be movable #ios11 [URL],product question,neutral,"[{""type"": ""MISC"", ""text"": ""ios11""}]",606c75318454249cb6593ec0a2dd0e38
reference_set3,12,Why do supermarkets not label contents of instore baked bread? Asked in @Morrisons at w/end for info - no one knew [URL],product question,negative,"[{""type"": ""ORG"", ""text"": ""Morrisons""}]",07069e6123af701c8e53c290183b48ff
reference_set3,13,"We appreciate your honest feedback, [NAME]. We will share this with our Leadership team in hopes to better assist you in the future.  *ALA",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Fran""}]",58b4294fd72a357a98a17dc70901cd3b
reference_set3,14,You're welcome! Please let us know if you need additional help in the future. ^ig,praise and positive feedback,positive,[],569aca58ef2ca5a6fc3afc57e4daad2d
reference_set3,15,".@SouthwestAir in last week broken wifi on [LOCATION]-[LOCATION], [LOCATION]-[LOCATION], [LOCATION]-[LOCATION]. Broken wifi is the same thing as no wifi.",technical issue,negative,"[{""type"": ""ORG"", ""text"": ""SouthwestAir""}, {""type"": ""LOC"", ""text"": ""Reno""}, {""type"": ""LOC"", ""text"": ""Dal""}, {""type"": ""LOC"", ""text"": ""Dal""}, {""type"": ""LOC"", ""text"": ""ABQ""}, {""type"": ""LOC"", ""text"": ""Dal""}, {""type"": ""LOC"", ""text"": ""Pitt""}]",6a50eb2063ca33195de45491b2b9151d
reference_set3,16,Its all good,praise and positive feedback,positive,[],1ce4daa30ea65b68a19157c6f7de9476
reference_set3,17,@119309 @119433 Our team contacted you and we believe you were assisted. ^KO,complaint,neutral,[],c01fa360a5e6eec712b6a43b7eff1722
reference_set3,18,"Thanks. Yeah that's right, they are in the iTunes library on my computer",technical issue,neutral,"[{""type"": ""MISC"", ""text"": ""iTunes""}]",42fe0d89c7bd0d61c73df9391fd62ab2
reference_set3,19,"Congratulations, now that your network services are back and stable. How do you intend to recompense costumers?",complaint,negative,[],aec0e9e979ba01a876bb91a6f133f49d
reference_set3,20,Are these sites live yet? (still not getting good coverage indoors),technical issue,negative,[],18d2898176c55b6023d3b4d1afd67fa6
reference_set3,21,@115913 Hey [NAME]! We'd love to look into what happened with that phone. DM us so we can get more details. [URL] *[NAME],technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Nick""}, {""type"": ""PER"", ""text"": ""AlissaFast""}]",cdfe368b6cbe3beacd8cd9e50cb89e69
reference_set3,22,"@786253 You could help by not lying. You're service is a joke. The towers you borrow from with your boxes on them have been ""under repair"" for 2 years. Traaaaash.",technical issue,negative,[],e111ec56373e90684dc14c5feb01db03
reference_set3,23,Required information provided. Let me know if more details required.,complaint,neutral,[],045a0c496f9f138a9d222d1e4613360d
reference_set3,24,will the train run through to [LOCATION] following the delay?,product question,neutral,"[{""type"": ""LOC"", ""text"": ""Henley""}]",d4b62ce6954e8207929114f4a7a6f7fe
reference_set3,25,#[LOCATION] area customers... Services seem to be slowly returning. Techs still working to restore service. ^PS,technical issue,neutral,"[{""type"": ""LOC"", ""text"": ""Austin""}]",85616a77629e2b186287530190875d9f
reference_set3,26,"still disconnect? Also, is the controller up to date as outlined in the guide ^JA sent?  2 ^JS",technical issue,neutral,[],c1ec58d8eb338fe642286366cad93c54
