set,row_id,engine_label,text,predicted_text,gold_topic,pred_topic,topic_correct,gold_sentiment,pred_sentiment,sentiment_correct,pred_sentiment_score,gold_entities,pred_entities,engine,provider,model,latency_ms,cost_usd
reference_set1,113,OPENAI,Oh no! We’re so sorry to hear that.  Can you send us a private message with details about your experience. Which location did you go to?,Oh no! We’re so sorry to hear that.  Can you send us a private message with details about your experience. Which location did you go to?,complaint,complaint,1,neutral,negative,0,0.66,[],[],llm,openai,gpt-5.4-nano,1641,0.000325
reference_set1,112,OPENAI,@AldiUK Cheers @536970 I'd appreciate that. Thanks,<TBD> Cheers [NAME] I'd appreciate that. Thanks,praise and positive feedback,praise and positive feedback,1,positive,positive,1,0.78,"[{""type"": ""ORG"", ""text"": ""AldiUK""}]","[{""type"": ""MISC"", ""text"": ""Cheers""}, {""type"": ""MISC"", ""text"": ""[NAME]""}]",llm,openai,gpt-5.4-nano,1725,0.0003393
reference_set1,111,OPENAI,passenger Dr [NAME] [PHONE]/ __email__,passenger <PERSON_1> <PHONE_NUMBER_1>/ <EMAIL_ADDRESS_1>,account management,account management,1,neutral,neutral,1,0.33,"[{""type"": ""PER"", ""text"": ""Ashvin Shah""}]","[{""type"": ""MISC"", ""text"": ""passenger""}, {""type"": ""PER"", ""text"": ""[NAME]""}, {""type"": ""MISC"", ""text"": ""[PHONE]""}, {""type"": ""MISC"", ""text"": ""__email__""}]",llm,openai,gpt-5.4-nano,2005,0.00046205
reference_set1,110,OPENAI,I have been shocking how fraudsters are registering similar domains to yours and extracting money from people,I have been shocking how fraudsters are registering similar domains to yours and extracting money from people,complaint,billing and payments,0,negative,negative,1,0.86,[],"[{""type"": ""MISC"", ""text"": ""fraudsters""}]",llm,openai,gpt-5.4-nano,1573,0.0003274
reference_set1,109,OPENAI,"All flights are open seating, and we don't have a policy for or against saving seats. We apologize for any frustration. ^CD","All flights are open seating, and we don't have a policy for or against saving seats. We apologize for any frustration. ^CD",product question,complaint,0,neutral,neutral,1,0.58,[],[],llm,openai,gpt-5.4-nano,1388,0.0003165
reference_set1,108,OPENAI,[ID] Confirmed. Ksh160.00 paid to NEW HOPE CHEMIST..1 on [DATE] at [DATE].wrong till # ([PHONE]) kindly help,LKE677CLO0 Confirmed. <PERSON_1> paid to NEW HOPE CHEMIST..1 on <DATE_TIME_1> at <DATE_TIME_2> PM.wrong till # <PHONE_NUMBER_1>) kindly help,billing and payments,billing and payments,1,negative,negative,1,0.78,"[{""type"": ""ORG"", ""text"": ""NEW HOPE CHEMIST""}]","[{""type"": ""MISC"", ""text"": ""LKE677CLO0""}, {""type"": ""ORG"", ""text"": ""NEW HOPE CHEMIST..1""}, {""type"": ""MISC"", ""text"": ""# [PHONE]""}, {""type"": ""MISC"", ""text"": ""[DATE] PM""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,2367,0.00054305
reference_set1,107,OPENAI,"Hey Spotify, this is happening again. I can't possibly be logging in and out / restarting each time this happens? :(","Hey <MISC_1>, this is happening again. I can't possibly be logging in and out / restarting each time this happens? :(",technical issue,technical issue,1,negative,negative,1,0.78,"[{""type"": ""ORG"", ""text"": ""Spotify""}]","[{""type"": ""MISC"", ""text"": ""NAME""}]",llm,openai,gpt-5.4-nano,1530,0.00034005
reference_set1,106,OPENAI,You can send the request to: Citibank Service Center c/o Branch and Client Services [LOCATION],"You can send the request to: [REDACTED] 100 [REDACTED], <LOCATION_1>",account management,delivery and shipping,0,neutral,neutral,1,0.62,"[{""type"": ""ORG"", ""text"": ""Citibank Service Center""}, {""type"": ""LOC"", ""text"": ""San Antonio""}, {""type"": ""LOC"", ""text"": ""TX""}]","[{""type"": ""LOC"", ""text"": ""[REDACTED] 100 [REDACTED], TX 78245""}]",llm,openai,gpt-5.4-nano,1685,0.00038130000000000005
reference_set1,105,OPENAI,@398194 u went from usable. Functional. Easy navigate to a bloated 'pretty' disaster where the designed doesnt seem to care about anything but looks,@[REDACTED] u went from usable. Functional. Easy navigate to a bloated 'pretty' disaster where the designed doesnt seem to care about anything but looks,complaint,complaint,1,negative,negative,1,0.82,[],"[{""type"": ""MISC"", ""text"": ""@[REDACTED]""}]",llm,openai,gpt-5.4-nano,1581,0.00034935
reference_set1,104,OPENAI,"Please don't provide your details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AM","Please don't provide your details, as we consider it to be personal information. Our [REDACTED] page is visible to the public. ^AM",account management,account management,1,neutral,neutral,1,0.62,"[{""type"": ""ORG"", ""text"": ""Twitter""}]",[],llm,openai,gpt-5.4-nano,1595,0.00032375
reference_set1,103,OPENAI,Been waiting in line for over 40 minutes here at @JackBox. So uncalled for. Terrible customer service. There is no need to wait this long.,Been waiting in line for <DATE_TIME_1> here at @JackBox. So uncalled for. Terrible customer service. There is no need to wait this long.,complaint,complaint,1,negative,negative,1,0.9,"[{""type"": ""ORG"", ""text"": ""JackBox""}]","[{""type"": ""ORG"", ""text"": ""@JackBox""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1852,0.00039895
reference_set1,102,OPENAI,"@4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 Dear Amazon, People trust on your brand name when they buy anything from your website. Why do you want to fool innocent customers.Stop Scams","[REDACTED] @4168 @[REDACTED] @[REDACTED] @[REDACTED] @[REDACTED] @2517 Dear [NAME], People trust on your brand name when they buy anything from your website. Why do you want to fool innocent [URL]op Scams",complaint,complaint,1,negative,negative,1,0.9,"[{""type"": ""ORG"", ""text"": ""Amazon""}]","[{""type"": ""MISC"", ""text"": ""Dear [NAME]""}, {""type"": ""MISC"", ""text"": ""your brand name""}, {""type"": ""MISC"", ""text"": ""your website""}, {""type"": ""MISC"", ""text"": ""op Scams""}, {""type"": ""MISC"", ""text"": ""[URL]op Scams""}]",llm,openai,gpt-5.4-nano,2020,0.0004872
reference_set1,101,OPENAI,"Tried asking question on CC website and error ""Certain special characters not allowed"" but does not tell what char isn't allowed","Tried asking question on <MISC_1> website and error ""Certain special characters not allowed"" but does not tell what char isn't allowed",technical issue,technical issue,1,negative,negative,1,0.78,[],[],llm,openai,gpt-5.4-nano,1430,0.00032085
reference_set1,100,OPENAI,Hey @148884 @HotelTonightCX pls help I need v special hotel in [LOCATION] Friday? I've been nominated for an @12136 &amp; forgot to book,Hey @[REDACTED] @HotelTonightCX pls help I need v special hotel in [LOCATION] [DATE]? I've been nominated for an [REDACTED]amp; forgot to book,product question,product question,1,neutral,negative,0,0.74,"[{""type"": ""ORG"", ""text"": ""HotelTonightCX""}, {""type"": ""LOC"", ""text"": ""Liverpool""}]","[{""type"": ""MISC"", ""text"": ""@[REDACTED]""}, {""type"": ""ORG"", ""text"": ""@HotelTonightCX""}, {""type"": ""LOC"", ""text"": ""[LOCATION]""}, {""type"": ""MISC"", ""text"": ""[DATE]""}, {""type"": ""MISC"", ""text"": ""[REDACTED]amp""}]",llm,openai,gpt-5.4-nano,1963,0.0004545
reference_set1,99,OPENAI,It's been a big trouble for the past 2 weeks. Please resolve it asap!,It's been a big trouble for [DATE]. Please resolve it asap!,complaint,complaint,1,negative,negative,1,0.86,[],"[{""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1410,0.0003214
reference_set1,98,OPENAI,"Hello, please send us the affected number via DM. ^KP @119433","Hello, please send us the affected number via DM. ^KP @[REDACTED]",technical issue,account management,0,neutral,neutral,1,0.66,[],"[{""type"": ""MISC"", ""text"": ""Hello""}, {""type"": ""MISC"", ""text"": ""DM""}, {""type"": ""MISC"", ""text"": ""@""}, {""type"": ""MISC"", ""text"": ""^KP""}]",llm,openai,gpt-5.4-nano,1666,0.00038365
reference_set1,97,OPENAI,@120603 @116329 hi jio - can u help my network transfer from airtel to jio ?  This should irritate airtel and shows,@[REDACTED] @[REDACTED] hi jio - can u help my network transfer from [REDACTED] to [NAME] ?  This should irritate airtel and shows,cancellation,account management,0,negative,neutral,0,0.46,"[{""type"": ""ORG"", ""text"": ""jio""}, {""type"": ""ORG"", ""text"": ""airtel""}, {""type"": ""ORG"", ""text"": ""jio""}, {""type"": ""ORG"", ""text"": ""airtel""}]","[{""type"": ""MISC"", ""text"": ""@[REDACTED]""}, {""type"": ""MISC"", ""text"": ""@[REDACTED]""}, {""type"": ""MISC"", ""text"": ""jio""}, {""type"": ""MISC"", ""text"": ""airtel""}, {""type"": ""MISC"", ""text"": ""[NAME]""}]",llm,openai,gpt-5.4-nano,1907,0.00045365
reference_set1,96,OPENAI,"Hello @120605, apologies on your experience. Kindly provide your mobile number along with your phone type for checks and (1/2)","Hello @[REDACTED], apologies on your experience. Kindly provide your mobile number along with your phone type for checks and (1/2)",technical issue,complaint,0,neutral,neutral,1,0.62,[],"[{""type"": ""MISC"", ""text"": ""Hello @[REDACTED]""}]",llm,openai,gpt-5.4-nano,1643,0.00034960000000000004
reference_set1,95,OPENAI,Hey [NAME]. I'm so sorry! Could you send us the barcode and tell us what store you bought this from? [NAME],Hey <PER_1>. I'm so sorry! Could you send us the barcode and tell us what store you bought this from? <PER_1>,complaint,product question,0,neutral,neutral,1,0.42,"[{""type"": ""PER"", ""text"": ""Tayla""}, {""type"": ""PER"", ""text"": ""Goldie""}]","[{""type"": ""PER"", ""text"": ""[NAME]""}]",llm,openai,gpt-5.4-nano,1593,0.000344
reference_set1,94,OPENAI,"Hello @360284, apologies on your experience. Please provide the affected mobile number via DM for assistance. Thank you. ^ED","Hello @[PHONE], apologies on your experience. Please provide the affected mobile number via DM for assistance. Thank you. ^ED",technical issue,technical issue,1,neutral,neutral,1,0.55,[],"[{""type"": ""MISC"", ""text"": ""@[PHONE]""}]",llm,openai,gpt-5.4-nano,1655,0.00033755000000000005
reference_set1,93,OPENAI,"this is not the first time when its delayed ..  now pls share by when l""ll get my order ..","this is not the first time when its delayed ..  now [REDACTED] share by when l""ll get my order ..",delivery and shipping,complaint,0,negative,negative,1,0.86,[],[],llm,openai,gpt-5.4-nano,1511,0.0003192
reference_set1,92,OPENAI,@Tesco i dont know,@Tesco i dont know,complaint,product question,0,neutral,neutral,1,0.43,[],"[{""type"": ""ORG"", ""text"": ""@Tesco""}]",llm,openai,gpt-5.4-nano,1617,0.00030875
reference_set1,91,OPENAI,"Hi, [NAME]. Thanks for reaching out, please check out the following page to submit your inquiry: [URL]","Hi, <PERSON_1>. Thanks for reaching out, please check out the following page to submit your inquiry: [URL]",complaint,account management,0,neutral,neutral,1,0.82,"[{""type"": ""PER"", ""text"": ""Bev""}]","[{""type"": ""MISC"", ""text"": ""[NAME]""}, {""type"": ""MISC"", ""text"": ""[URL]""}]",llm,openai,gpt-5.4-nano,1561,0.0003834
reference_set1,90,OPENAI,No one should ever deal with chase!,No one should ever deal with <ORGANIZATION_1>!,complaint,complaint,1,negative,negative,1,0.85,"[{""type"": ""ORG"", ""text"": ""chase""}]","[{""type"": ""ORG"", ""text"": ""chase""}]",llm,openai,gpt-5.4-nano,1562,0.0003177
reference_set1,89,OPENAI,"Hello @478156, kindly state the exact issue for prompt assistance. Thank you. ^[NAME]","Hello @[REDACTED], kindly state the exact issue for prompt assistance. Thank you. ^O<PERSON_1>",complaint,technical issue,0,neutral,neutral,1,0.66,"[{""type"": ""PER"", ""text"": ""OFunmi""}]","[{""type"": ""MISC"", ""text"": ""Hello @[REDACTED]""}]",llm,openai,gpt-5.4-nano,1428,0.0003684
reference_set1,88,OPENAI,save search emails are not being sent. My guess: tell developers a cron job stopped. Bug has been here for a few days missing emails.,save search emails are not being sent. My guess: tell developers a cron job stopped. Bug has been here for <DATE_TIME_1> missing emails.,technical issue,technical issue,1,negative,negative,1,0.82,[],"[{""type"": ""MISC"", ""text"": ""save search emails""}, {""type"": ""MISC"", ""text"": ""cron job""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1737,0.0004144
reference_set1,87,OPENAI,So many spam wordpress signups from @123196.com addresses...,So many spam wordpress signups from @[URL] addresses...,technical issue,complaint,0,negative,negative,1,0.82,"[{""type"": ""MISC"", ""text"": ""wordpress""}]","[{""type"": ""MISC"", ""text"": ""wordpress""}, {""type"": ""MISC"", ""text"": ""@[URL]""}]",llm,openai,gpt-5.4-nano,1437,0.00033725
reference_set1,86,OPENAI,@684585 I was told that when I complained about @Morrisons only displaying #Sun #DailyMail and #Express - nothing changed.,@[REDACTED] I was told that when I complained about @Morrisons only displaying [REDACTED][REDACTED] and [REDACTED] - nothing changed.,complaint,complaint,1,negative,negative,1,0.78,"[{""type"": ""ORG"", ""text"": ""Morrisons""}, {""type"": ""ORG"", ""text"": ""Sun""}, {""type"": ""ORG"", ""text"": ""DailyMail""}, {""type"": ""ORG"", ""text"": ""Express""}]","[{""type"": ""ORG"", ""text"": ""@Morrisons""}, {""type"": ""MISC"", ""text"": ""@[REDACTED]""}]",llm,openai,gpt-5.4-nano,1767,0.000387
reference_set1,85,OPENAI,[PHONE],<DATE_TIME_1>,account management,billing and payments,0,neutral,neutral,1,0.5,[],[],llm,openai,gpt-5.4-nano,1416,0.00031295
reference_set1,84,OPENAI,"@116245 #Argos Now, nearly 5 years of telling you that there is ONLY 1 town called [LOCATION] in the [LOCATION]. Yet still you can not remove the error from your database. Still the same problem. Who do I need to speak to in your organisation to get this fixed? [URL]","@[REDACTED] #Argos Now, [DATE] of telling you that there is ONLY 1 town called <LOC_1> in the <LOC_1>. Yet still you can not remove the error from your database. Still the same problem. Who do I need to speak to in your organisation to get this fixed? <MISC_1>",technical issue,technical issue,1,negative,negative,1,0.84,"[{""type"": ""ORG"", ""text"": ""Argos""}, {""type"": ""LOC"", ""text"": ""Northampton""}, {""type"": ""LOC"", ""text"": ""UK""}]","[{""type"": ""MISC"", ""text"": ""#Argos""}, {""type"": ""MISC"", ""text"": ""Now,""}, {""type"": ""LOC"", ""text"": ""[LOCATION]""}, {""type"": ""LOC"", ""text"": ""[LOCATION]""}, {""type"": ""MISC"", ""text"": ""[URL]""}]",llm,openai,gpt-5.4-nano,2109,0.0004897
reference_set1,83,OPENAI,Great! Glad to hear it's working. Just let us know if we can help with anything else. [URL] /GK,Great! Glad to hear it's working. Just let us know if we can help with anything else. [URL] [REDACTED],technical issue,technical issue,1,positive,positive,1,0.92,[],"[{""type"": ""MISC"", ""text"": ""[URL]""}, {""type"": ""MISC"", ""text"": ""[REDACTED]""}]",llm,openai,gpt-5.4-nano,1657,0.00036815000000000003
reference_set1,82,OPENAI,I am sorry that we missed your message but we are unable to assist with overcharges on Contactless over social media.,I am sorry that we missed your message but we are unable to assist with overcharges on [REDACTED] over social media.,billing and payments,billing and payments,1,neutral,negative,0,0.78,"[{""type"": ""MISC"", ""text"": ""Contactless""}]",[],llm,openai,gpt-5.4-nano,1444,0.0003192
reference_set1,81,OPENAI,I can see the ticket on my device but the app crashes every time I try to access.,I can see the ticket on my device but the app crashes every time I try to access.,technical issue,technical issue,1,negative,negative,1,0.83,[],"[{""type"": ""MISC"", ""text"": ""ticket""}, {""type"": ""MISC"", ""text"": ""app""}, {""type"": ""MISC"", ""text"": ""device""}]",llm,openai,gpt-5.4-nano,1606,0.00036365
reference_set1,80,OPENAI,"@nationalrailenq Forgive me piggybacking on your old chat; this appears to still be a problem, I've had with this website for months. No sign of fixing yet..","@nationalrailenq Forgive me piggybacking on your old chat; this appears to still be a problem, I've had with this website for [DATE]. No sign of fixing yet..",technical issue,technical issue,1,negative,negative,1,0.82,"[{""type"": ""ORG"", ""text"": ""nationalrailenq""}]","[{""type"": ""ORG"", ""text"": ""@nationalrailenq""}, {""type"": ""MISC"", ""text"": ""old chat""}, {""type"": ""MISC"", ""text"": ""this website""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1924,0.00041910000000000005
reference_set1,79,OPENAI,I do have the cable and HP Support Assistant - and it was fine before changing router info.,I do have the cable and <MISC_1> Support Assistant - and it was fine before changing router info.,technical issue,technical issue,1,neutral,neutral,1,0.55,"[{""type"": ""MISC"", ""text"": ""HP Support Assistant""}]","[{""type"": ""MISC"", ""text"": ""[REDACTED]""}]",llm,openai,gpt-5.4-nano,1541,0.00033715000000000004
reference_set1,78,OPENAI,It shouldn't take over a week to give a justification for an app permission. That information should be in the app description.,It shouldn't take <DATE_TIME_1> to give a justification for an app permission. That information should be in the app description.,product question,complaint,0,negative,negative,1,0.74,[],"[{""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1800,0.0003659
reference_set1,77,OPENAI,Since this tweet I've continued to be charged on my monthly bill for insurance I asked to be cancelled. It's ridiculous and I want a refund,Since this tweet I've continued to be charged on my [DATE] bill for insurance I asked to be cancelled. It's ridiculous and I want a refund,billing and payments,billing and payments,1,negative,negative,1,0.9,[],[],llm,openai,gpt-5.4-nano,1696,0.00034960000000000004
reference_set1,76,OPENAI,Here to help! Send us a note via [URL] so our team can connect.,Here to help! Send us a note via [URL] so our team can connect.,complaint,praise and positive feedback,0,neutral,positive,0,0.78,[],[],llm,openai,gpt-5.4-nano,1528,0.0003047
reference_set1,75,OPENAI,Thanks fixed!!,Thanks fixed!!,praise and positive feedback,praise and positive feedback,1,positive,positive,1,0.82,[],[],llm,openai,gpt-5.4-nano,1563,0.00028295
reference_set1,74,OPENAI,"@773566 Service providers (like Verizon, directive, etc. ) want to charge extra money for internet services","<zprava>
[REDACTED] providers (like [LOCATION], directive, etc. ) want to charge extra money for internet services
</zprava>",billing and payments,billing and payments,1,negative,negative,1,0.74,"[{""type"": ""ORG"", ""text"": ""Verizon""}]","[{""type"": ""LOC"", ""text"": ""[LOCATION]""}]",llm,openai,gpt-5.4-nano,1655,0.00035130000000000003
reference_set1,73,OPENAI,@ATVIAssist WHEN ARE WE GETTING NEW UPDATE I GOT THE RSA INDTERDICTION OUT OF MY TRIPLE PLAY 😭😭😭,@ATVIAssist WHEN ARE WE GETTING NEW UPDATE I GOT THE [REDACTED] INDTERDICTION OUT OF MY TRIPLE PLAY 😭😭😭,technical issue,technical issue,1,negative,negative,1,0.78,"[{""type"": ""ORG"", ""text"": ""ATVIAssist""}, {""type"": ""MISC"", ""text"": ""RSA INDTERDICTION""}]","[{""type"": ""ORG"", ""text"": ""@ATVIAssist""}, {""type"": ""MISC"", ""text"": ""new update""}, {""type"": ""MISC"", ""text"": ""TRIPLE PLAY""}]",llm,openai,gpt-5.4-nano,1653,0.00039725000000000003
reference_set1,72,OPENAI,the owner needs A fucking Punch to the Face Go Back To [LOCATION] You FAKE Patriot SPIC,the owner needs A fucking punch to the face go back to <LOC_1> you fake patriot <MISC_1>,complaint,complaint,1,negative,negative,1,0.98,"[{""type"": ""LOC"", ""text"": ""Mexico""}]","[{""type"": ""LOC"", ""text"": ""Mexico""}]",llm,openai,gpt-5.4-nano,1604,0.00033385
reference_set1,71,OPENAI,Hello [NAME]. Have you used the unsubscribe link at the bottom of the message? Have you tried deleting/re-creating the filter? ^SS,Hello [NAME]. Have you used the unsubscribe link at the bottom of the message? Have you tried deleting/re-creating the filter? ^SS,technical issue,technical issue,1,neutral,neutral,1,0.62,"[{""type"": ""PER"", ""text"": ""Gloria""}]",[],llm,openai,gpt-5.4-nano,1459,0.00032085
reference_set1,70,OPENAI,Hi there. Are you able to confirm if this email has details regarding a [LOCATION] card or a [LOCATION] card application? ^E,Hi there. Are you able to confirm if this email has details regarding a [LOCATION] card or a [LOCATION] card application? ^E,account management,product question,0,neutral,neutral,1,0.72,"[{""type"": ""LOC"", ""text"": ""UK""}, {""type"": ""LOC"", ""text"": ""US""}]","[{""type"": ""MISC"", ""text"": ""[LOCATION]""}]",llm,openai,gpt-5.4-nano,1621,0.00033835
reference_set1,69,OPENAI,Looks like we have not received your details earlier. Please drop in your details here: 1/2^SB,Looks like we have not received your details earlier. Please drop in your details here: 1/2^SB,complaint,account management,0,neutral,neutral,1,0.67,[],[],llm,openai,gpt-5.4-nano,1251,0.00031214999999999997
reference_set1,68,OPENAI,10 days and *NO* calls from any Amazon representative.,[DATE] and *NO* calls from any [REDACTED] representative.,complaint,complaint,1,negative,negative,1,0.74,"[{""type"": ""ORG"", ""text"": ""Amazon""}]","[{""type"": ""MISC"", ""text"": ""[REDACTED]""}]",llm,openai,gpt-5.4-nano,1981,0.00033095000000000005
reference_set1,67,OPENAI,"If you've shared your details, we will look into it and get back to you with an update shortly. ^SQ","If you've shared your details, we will look into it and get back to you with an update shortly. [REDACTED]",complaint,account management,0,neutral,neutral,1,0.76,[],[],llm,openai,gpt-5.4-nano,1840,0.00031775
reference_set1,66,OPENAI,Any update here.? It has been more than 10 days #idea#jio#trai#,Any update here.? It has been <DATE_TIME_1> #idea#jio#trai#,complaint,complaint,1,negative,neutral,0,0.46,"[{""type"": ""ORG"", ""text"": ""idea""}, {""type"": ""ORG"", ""text"": ""jio""}, {""type"": ""ORG"", ""text"": ""trai""}]","[{""type"": ""MISC"", ""text"": ""Any update here.?""}, {""type"": ""MISC"", ""text"": ""[DATE]""}, {""type"": ""MISC"", ""text"": ""#idea#jio#trai#""}]",llm,openai,gpt-5.4-nano,1701,0.00038365
reference_set1,65,OPENAI,2/2 If you receive something that is different than what you ordered please open a case: [URL] ^CM,2/2 If you receive something that is different than what you ordered please open a case: [URL] ^CM,delivery and shipping,delivery and shipping,1,neutral,neutral,1,0.74,[],[],llm,openai,gpt-5.4-nano,1368,0.00031360000000000003
reference_set1,64,OPENAI,@119433 Doing a follow up in Service Request [ID] was created on [DATE].,@[REDACTED] Doing a follow up in Service Request 1-BMHEF0O was created on [DATE].,complaint,technical issue,0,neutral,neutral,1,0.62,[],"[{""type"": ""MISC"", ""text"": ""Service Request 1-BMHEF0O""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1715,0.00037025000000000003
reference_set1,63,OPENAI,Get unlimited music on your mobile. Get Spotify Free. [URL],Get unlimited music on your mobile. Get <MISC_1>. <MISC_2>,product question,praise and positive feedback,0,neutral,positive,0,0.66,"[{""type"": ""ORG"", ""text"": ""Spotify""}]","[{""type"": ""MISC"", ""text"": ""unlimited music""}, {""type"": ""MISC"", ""text"": ""mobile""}, {""type"": ""MISC"", ""text"": ""[REDACTED]""}, {""type"": ""MISC"", ""text"": ""[URL]""}]",llm,openai,gpt-5.4-nano,1868,0.00039450000000000005
reference_set1,62,OPENAI,"Hi [NAME], we asked you for some info back on [DATE] but we can't see that this was ever received. Can you send us this info please? ^HP","Hi <PERSON_1>, we asked you for some info back on <DATE_TIME_1> but we can't see that this was ever received. Can you send us this info please? ^HP",complaint,account management,0,neutral,negative,0,0.72,"[{""type"": ""PER"", ""text"": ""Christy""}]","[{""type"": ""PER"", ""text"": ""[NAME]""}, {""type"": ""MISC"", ""text"": ""[DATE]""}, {""type"": ""MISC"", ""text"": ""^HP""}]",llm,openai,gpt-5.4-nano,1846,0.00044705
reference_set1,61,OPENAI,We love [LOCATION]! We haven’t previously been successful in overcoming the concerns of the community and gov leaders there.,We love [LOCATION]! We haven’t previously been successful in overcoming the concerns of the community and gov leaders there.,product question,praise and positive feedback,0,neutral,positive,0,0.74,"[{""type"": ""LOC"", ""text"": ""Vermont""}]","[{""type"": ""LOC"", ""text"": ""[LOCATION]""}]",llm,openai,gpt-5.4-nano,1453,0.0003332
reference_set1,60,OPENAI,I'm sorry for your experience. Please contact @282583 for assistance. -B.G,I'm sorry for your experience. Please contact @[REDACTED] for assistance. -B.G,complaint,complaint,1,neutral,neutral,1,0.55,[],[],llm,openai,gpt-5.4-nano,1221,0.0003078
reference_set1,59,OPENAI,Sorry to hear you're having issues! Please reach out to support for assistance. Support is available 24/7. [URL] :),Sorry to hear you're having issues! Please reach out to support for assistance. Support is available 24/7. [URL] :),technical issue,technical issue,1,neutral,neutral,1,0.42,[],[],llm,openai,gpt-5.4-nano,1516,0.00031775
reference_set1,58,OPENAI,Hi there! What promotion are you referring to? Please let us know. - MF,Hi there! What promotion are you referring to? Please let us know. - MF,billing and payments,product question,0,neutral,neutral,1,0.78,[],[],llm,openai,gpt-5.4-nano,1332,0.00030345000000000003
reference_set1,57,OPENAI,what is the use of Amazon? If I need to contact manufacturer. Amazon are responsible for any misconduct of manufacturer,"<zprava>
what is the use of [REDACTED]? If I need to contact manufacturer. [REDACTED] are responsible for any misconduct of manufacturer
</zprava>",complaint,product question,0,negative,neutral,0,0.42,"[{""type"": ""ORG"", ""text"": ""Amazon""}, {""type"": ""ORG"", ""text"": ""Amazon""}]","[{""type"": ""MISC"", ""text"": ""[REDACTED]""}, {""type"": ""ORG"", ""text"": ""manufacturer""}]",llm,openai,gpt-5.4-nano,1517,0.00038250000000000003
reference_set1,56,OPENAI,"We're happy to assist! Also, the pane is re-sizable so that may help! ^JK","We're happy to assist! Also, the pane is re-sizable so that may help! ^JK",product question,praise and positive feedback,0,neutral,positive,0,0.78,[],"[{""type"": ""MISC"", ""text"": ""pane""}]",llm,openai,gpt-5.4-nano,1310,0.0003278
reference_set1,55,OPENAI,"Thats dumb, accept feedback in whatever form you can get it.","Thats dumb, accept feedback in whatever form you can get it.",complaint,complaint,1,negative,negative,1,0.78,[],[],llm,openai,gpt-5.4-nano,1427,0.0002989
reference_set1,54,OPENAI,"We're sorry you're unhappy with the amount offered, [NAME]. This is determined by our baggage specialists. ^[NAME]","We're sorry you're unhappy with the amount offered, [NAME]. This is determined by our baggage specialists. ^<PERSON_1>",complaint,complaint,1,neutral,negative,0,0.78,"[{""type"": ""PER"", ""text"": ""Lynne""}, {""type"": ""PER"", ""text"": ""Lynn""}]","[{""type"": ""PER"", ""text"": ""Lynn""}]",llm,openai,gpt-5.4-nano,1492,0.00035840000000000004
reference_set1,53,OPENAI,Rupay Debit Card is available as a mode of payment on Amazon website. Request to refresh your account and retry payment after a couple of minutes. ^SF,Rupay Debit Card is available as a mode of payment on [REDACTED] website. Request to refresh your account and retry payment after [DATE]. ^SF,billing and payments,billing and payments,1,neutral,neutral,1,0.55,"[{""type"": ""MISC"", ""text"": ""Rupay Debit Card""}, {""type"": ""ORG"", ""text"": ""Amazon""}]","[{""type"": ""MISC"", ""text"": ""Rupay Debit Card""}, {""type"": ""MISC"", ""text"": ""[REDACTED]""}, {""type"": ""MISC"", ""text"": ""[DATE]""}]",llm,openai,gpt-5.4-nano,1982,0.0004008
reference_set1,52,OPENAI,That doesn't help the customers who missed a bunch of work and you guys ain't being flexible with paying their bills,That doesn't help the customers who missed a bunch of work and you guys ain't being flexible with paying their bills,billing and payments,billing and payments,1,negative,negative,1,0.84,[],"[{""type"": ""MISC"", ""text"": ""customers""}]",llm,openai,gpt-5.4-nano,1400,0.00032675
reference_set1,51,OPENAI,"you'v failed gf&amp;i. 50 mins on cc, appeared on App 24hrs before checkin. Have rebooked with @120200. BA have offered nohelp","you'v failed gf&amp;i. <DATE_TIME_1> on cc, appeared on App <DATE_TIME_2> before checkin. Have rebooked with <PERSON_1>. <ID_NUMBER_1> have offered <MISC_1>",complaint,billing and payments,0,negative,negative,1,0.78,"[{""type"": ""ORG"", ""text"": ""BA""}]","[{""type"": ""MISC"", ""text"": ""you'v failed gf&i""}, {""type"": ""MISC"", ""text"": ""cc""}, {""type"": ""MISC"", ""text"": ""App [DATE]""}, {""type"": ""MISC"", ""text"": ""before checkin""}, {""type"": ""MISC"", ""text"": ""@[REDACTED]""}, {""type"": ""MISC"", ""text"": ""[ID]""}]",llm,openai,gpt-5.4-nano,2514,0.00059405
